Date,Customer,Job #_y,Item_y,AQL Shift,Inspection Station (Gluer),Total Pieces,Defect Code,Defect Description,Defective Samples,Total Samples,Total Estimated Defective,Department of Origin,Machine of Origin
,,420548,4996.0,,,,,,,,0.0,,
,,420941,4996.0,,,,,,,,0.0,,
,,421170,4996.0,,,,,,,,0.0,,
,,421373,4996.0,,,,,,,,0.0,,
,,401270,4997.0,,,,,,,,0.0,,
,,401871,4997.0,,,,,,,,0.0,,
,,410025,4997.0,,,,,,,,0.0,,
,,410450,4997.0,,,,,,,,0.0,,
,,410654,4997.0,,,,,,,,0.0,,
,,411176,4997.0,,,,,,,,0.0,,
,,411814,4997.0,,,,,,,,0.0,,
,,420069,4997.0,,,,,,,,0.0,,
,,420279,4997.0,,,,,,,,0.0,,
,,420548,4997.0,,,,,,,,0.0,,
,,420747,4997.0,,,,,,,,0.0,,
,,421170,4997.0,,,,,,,,0.0,,
,,421373,4997.0,,,,,,,,0.0,,
,,410421,5014.0,,,,,,,,0.0,,
,,412022,5014.0,,,,,,,,0.0,,
,,412449,5014.0,,,,,,,,0.0,,
,,412546,5014.0,,,,,,,,0.0,,
,,412551,5014.0,,,,,,,,0.0,,
,,420308,5014.0,,,,,,,,0.0,,
,,420507,5014.0,,,,,,,,0.0,,
,,420521,5014.0,,,,,,,,0.0,,
,,420975,5014.0,,,,,,,,0.0,,
,,421112,5014.0,,,,,,,,0.0,,
,,421117,5014.0,,,,,,,,0.0,,
,,421505,5014.0,,,,,,,,0.0,,
,,421512,5014.0,,,,,,,,0.0,,
,,410421,5015.0,,,,,,,,0.0,,
,,412022,5015.0,,,,,,,,0.0,,
,,412449,5015.0,,,,,,,,0.0,,
,,412546,5015.0,,,,,,,,0.0,,
,,412551,5015.0,,,,,,,,0.0,,
,,420308,5015.0,,,,,,,,0.0,,
,,420507,5015.0,,,,,,,,0.0,,
,,420521,5015.0,,,,,,,,0.0,,
,,420975,5015.0,,,,,,,,0.0,,
,,421112,5015.0,,,,,,,,0.0,,
,,421117,5015.0,,,,,,,,0.0,,
,,421505,5015.0,,,,,,,,0.0,,
,,421512,5015.0,,,,,,,,0.0,,
,,410421,5016.0,,,,,,,,0.0,,
,,412022,5016.0,,,,,,,,0.0,,
,,412449,5016.0,,,,,,,,0.0,,
,,412546,5016.0,,,,,,,,0.0,,
,,412551,5016.0,,,,,,,,0.0,,
,,420308,5016.0,,,,,,,,0.0,,
,,420507,5016.0,,,,,,,,0.0,,
,,420521,5016.0,,,,,,,,0.0,,
,,420975,5016.0,,,,,,,,0.0,,
,,421112,5016.0,,,,,,,,0.0,,
,,421117,5016.0,,,,,,,,0.0,,
,,421505,5016.0,,,,,,,,0.0,,
,,421512,5016.0,,,,,,,,0.0,,
,,411616,5017.0,,,,,,,,0.0,,
,,400970,5019.0,,,,,,,,0.0,,
,,410161,5019.0,,,,,,,,0.0,,
,,410375,5019.0,,,,,,,,0.0,,
,,410634,5019.0,,,,,,,,0.0,,
,,410894,5019.0,,,,,,,,0.0,,
,,411142,5019.0,,,,,,,,0.0,,
,,411437,5019.0,,,,,,,,0.0,,
,,411445,5019.0,,,,,,,,0.0,,
,,411454,5019.0,,,,,,,,0.0,,
,,412120,5019.0,,,,,,,,0.0,,
,,420608,5019.0,,,,,,,,0.0,,
,,401191,5020.0,,,,,,,,0.0,,
,,401331,5020.0,,,,,,,,0.0,,
,,420183,5020.0,,,,,,,,0.0,,
,,420354,5020.0,,,,,,,,0.0,,
,,420540,5020.0,,,,,,,,0.0,,
,,402137,5021.0,,,,,,,,0.0,,
,,420183,5021.0,,,,,,,,0.0,,
,,420354,5021.0,,,,,,,,0.0,,
,,420540,5021.0,,,,,,,,0.0,,
,,421030,5021.0,,,,,,,,0.0,,
,,401423,5022.0,,,,,,,,0.0,,
,,401275,5022.0,,,,,,,,0.0,,
,,401550,5022.0,,,,,,,,0.0,,
,,401694,5022.0,,,,,,,,0.0,,
,,401832,5022.0,,,,,,,,0.0,,
,,410167,5022.0,,,,,,,,0.0,,
,,410413,5022.0,,,,,,,,0.0,,
,,410628,5022.0,,,,,,,,0.0,,
,,410781,5022.0,,,,,,,,0.0,,
,,410953,5022.0,,,,,,,,0.0,,
,,410956,5022.0,,,,,,,,0.0,,
,,411244,5022.0,,,,,,,,0.0,,
,,412024,5022.0,,,,,,,,0.0,,
,,420885,5022.0,,,,,,,,0.0,,
,,421459,5022.0,,,,,,,,0.0,,
,,410191,5023.0,,,,,,,,0.0,,
,,411927,5023.0,,,,,,,,0.0,,
,,420797,5023.0,,,,,,,,0.0,,
,,402133,5032.0,,,,,,,,0.0,,
,,411045,5032.0,,,,,,,,0.0,,
,,410192,5038.0,,,,,,,,0.0,,
,,401663,5048.0,,,,,,,,0.0,,
,,410779,5049.0,,,,,,,,0.0,,
,,410779,5050.0,,,,,,,,0.0,,
,,412475,5050.0,,,,,,,,0.0,,
,,401298,5051.0,,,,,,,,0.0,,
,,401818,5051.0,,,,,,,,0.0,,
,,410144,5051.0,,,,,,,,0.0,,
,,410180,5052.0,,,,,,,,0.0,,
,,410779,5052.0,,,,,,,,0.0,,
,,410951,5052.0,,,,,,,,0.0,,
,,401456,5054.0,,,,,,,,0.0,,
,,401570,5054.0,,,,,,,,0.0,,
,,410010,5054.0,,,,,,,,0.0,,
,,420446,5054.0,,,,,,,,0.0,,
,,401645,5054.0,,,,,,,,0.0,,
,,410782,5055.0,,,,,,,,0.0,,
,,411927,5055.0,,,,,,,,0.0,,
,,412620,5055.0,,,,,,,,0.0,,
,,420446,5055.0,,,,,,,,0.0,,
,,401645,5055.0,,,,,,,,0.0,,
,,411135,5056.0,,,,,,,,0.0,,
,,411361,5056.0,,,,,,,,0.0,,
,,411498,5056.0,,,,,,,,0.0,,
,,411507,5056.0,,,,,,,,0.0,,
,,411671,5056.0,,,,,,,,0.0,,
,,412620,5056.0,,,,,,,,0.0,,
,,401039,5057.0,,,,,,,,0.0,,
,,401265,5057.0,,,,,,,,0.0,,
,,401456,5057.0,,,,,,,,0.0,,
,,401827,5057.0,,,,,,,,0.0,,
,,411135,5057.0,,,,,,,,0.0,,
,,410834,5057.0,,,,,,,,0.0,,
,,411361,5057.0,,,,,,,,0.0,,
,,411498,5057.0,,,,,,,,0.0,,
,,411507,5057.0,,,,,,,,0.0,,
,,411595,5057.0,,,,,,,,0.0,,
,,411671,5057.0,,,,,,,,0.0,,
,,412124,5057.0,,,,,,,,0.0,,
,,412319,5057.0,,,,,,,,0.0,,
,,412599,5057.0,,,,,,,,0.0,,
,,412620,5057.0,,,,,,,,0.0,,
,,420149,5057.0,,,,,,,,0.0,,
,,420451,5057.0,,,,,,,,0.0,,
,,411550,5057.0,,,,,,,,0.0,,
,,401645,5057.0,,,,,,,,0.0,,
,,420679,5057.0,,,,,,,,0.0,,
,,420219,5057.0,,,,,,,,0.0,,
,,420779,5057.0,,,,,,,,0.0,,
,,420797,5057.0,,,,,,,,0.0,,
,,420994,5057.0,,,,,,,,0.0,,
,,420997,5057.0,,,,,,,,0.0,,
,,421099,5057.0,,,,,,,,0.0,,
,,421213,5057.0,,,,,,,,0.0,,
,,421469,5057.0,,,,,,,,0.0,,
,,401456,5058.0,,,,,,,,0.0,,
,,410010,5058.0,,,,,,,,0.0,,
,,411135,5058.0,,,,,,,,0.0,,
,,411361,5058.0,,,,,,,,0.0,,
,,411498,5058.0,,,,,,,,0.0,,
,,411507,5058.0,,,,,,,,0.0,,
,,412118,5058.0,,,,,,,,0.0,,
,,412124,5058.0,,,,,,,,0.0,,
,,412319,5058.0,,,,,,,,0.0,,
,,412599,5058.0,,,,,,,,0.0,,
,,420149,5058.0,,,,,,,,0.0,,
,,420451,5058.0,,,,,,,,0.0,,
,,420446,5058.0,,,,,,,,0.0,,
,,420679,5058.0,,,,,,,,0.0,,
,,420219,5058.0,,,,,,,,0.0,,
,,420779,5058.0,,,,,,,,0.0,,
,,420797,5058.0,,,,,,,,0.0,,
,,420994,5058.0,,,,,,,,0.0,,
,,420997,5058.0,,,,,,,,0.0,,
,,421099,5058.0,,,,,,,,0.0,,
,,421213,5058.0,,,,,,,,0.0,,
,,421469,5058.0,,,,,,,,0.0,,
,,421495,5058.0,,,,,,,,0.0,,
,,401039,5059.0,,,,,,,,0.0,,
,,401265,5059.0,,,,,,,,0.0,,
,,401456,5059.0,,,,,,,,0.0,,
,,401827,5059.0,,,,,,,,0.0,,
,,401977,5059.0,,,,,,,,0.0,,
,,410191,5059.0,,,,,,,,0.0,,
,,411595,5059.0,,,,,,,,0.0,,
,,412118,5059.0,,,,,,,,0.0,,
,,412124,5059.0,,,,,,,,0.0,,
,,412319,5059.0,,,,,,,,0.0,,
,,412599,5059.0,,,,,,,,0.0,,
,,420149,5059.0,,,,,,,,0.0,,
,,420451,5059.0,,,,,,,,0.0,,
,,411550,5059.0,,,,,,,,0.0,,
,,401645,5059.0,,,,,,,,0.0,,
,,420679,5059.0,,,,,,,,0.0,,
,,420219,5059.0,,,,,,,,0.0,,
,,420779,5059.0,,,,,,,,0.0,,
,,420994,5059.0,,,,,,,,0.0,,
,,420997,5059.0,,,,,,,,0.0,,
,,421099,5059.0,,,,,,,,0.0,,
,,421213,5059.0,,,,,,,,0.0,,
,,421469,5059.0,,,,,,,,0.0,,
,,421495,5059.0,,,,,,,,0.0,,
,,411908,5060.0,,,,,,,,0.0,,
,,401039,5062.0,,,,,,,,0.0,,
,,401265,5062.0,,,,,,,,0.0,,
,,401456,5062.0,,,,,,,,0.0,,
,,401614,5062.0,,,,,,,,0.0,,
,,401827,5062.0,,,,,,,,0.0,,
,,410010,5062.0,,,,,,,,0.0,,
,,410191,5062.0,,,,,,,,0.0,,
,,410433,5062.0,,,,,,,,0.0,,
,,411135,5062.0,,,,,,,,0.0,,
,,411361,5062.0,,,,,,,,0.0,,
,,411498,5062.0,,,,,,,,0.0,,
,,411507,5062.0,,,,,,,,0.0,,
,,411595,5062.0,,,,,,,,0.0,,
,,412118,5062.0,,,,,,,,0.0,,
,,412144,5062.0,,,,,,,,0.0,,
,,411550,5062.0,,,,,,,,0.0,,
,,410465,5071.0,,,,,,,,0.0,,
,,410965,5071.0,,,,,,,,0.0,,
,,411167,5072.0,,,,,,,,0.0,,
,,411732,5072.0,,,,,,,,0.0,,
,,401184,5073.0,,,,,,,,0.0,,
,,401529,5073.0,,,,,,,,0.0,,
,,401897,5073.0,,,,,,,,0.0,,
,,412637,5073.0,,,,,,,,0.0,,
,,420247,5073.0,,,,,,,,0.0,,
,,412634,5074.0,,,,,,,,0.0,,
,,420247,5074.0,,,,,,,,0.0,,
,,410942,5127.0,,,,,,,,0.0,,
,,401789,5130.0,,,,,,,,0.0,,
,,402154,5130.0,,,,,,,,0.0,,
,,410961,5130.0,,,,,,,,0.0,,
,,411464,5130.0,,,,,,,,0.0,,
,,401057,5146.0,,,,,,,,0.0,,
,,401341,5146.0,,,,,,,,0.0,,
,,401056,5147.0,,,,,,,,0.0,,
,,401340,5147.0,,,,,,,,0.0,,
,,401056,5148.0,,,,,,,,0.0,,
,,401181,5148.0,,,,,,,,0.0,,
,,401340,5148.0,,,,,,,,0.0,,
,,410963,5149.0,,,,,,,,0.0,,
,,411466,5149.0,,,,,,,,0.0,,
,,412636,5149.0,,,,,,,,0.0,,
,,421004,5149.0,,,,,,,,0.0,,
,,410108,5150.0,,,,,,,,0.0,,
,,412636,5150.0,,,,,,,,0.0,,
,,410777,5156.0,,,,,,,,0.0,,
,,401045,5157.0,,,,,,,,0.0,,
,,410777,5157.0,,,,,,,,0.0,,
,,401940,5158.0,,,,,,,,0.0,,
,,410777,5158.0,,,,,,,,0.0,,
,,401045,5159.0,,,,,,,,0.0,,
,,401387,5159.0,,,,,,,,0.0,,
,,410777,5159.0,,,,,,,,0.0,,
,,410777,5160.0,,,,,,,,0.0,,
,,411846,5160.0,,,,,,,,0.0,,
,,410777,5161.0,,,,,,,,0.0,,
,,411846,5161.0,,,,,,,,0.0,,
,,400975,5162.0,,,,,,,,0.0,,
,,401196,5162.0,,,,,,,,0.0,,
,,401336,5162.0,,,,,,,,0.0,,
,,401666,5162.0,,,,,,,,0.0,,
,,402135,5162.0,,,,,,,,0.0,,
,,410373,5162.0,,,,,,,,0.0,,
,,410633,5162.0,,,,,,,,0.0,,
,,410033,5170.0,,,,,,,,0.0,,
,,412643,5170.0,,,,,,,,0.0,,
,,412495,5170.0,,,,,,,,0.0,,
,,412510,5170.0,,,,,,,,0.0,,
,,420169,5170.0,,,,,,,,0.0,,
,,420351,5170.0,,,,,,,,0.0,,
,,420537,5170.0,,,,,,,,0.0,,
,,420625,5170.0,,,,,,,,0.0,,
,,410635,5172.0,,,,,,,,0.0,,
,,411146,5172.0,,,,,,,,0.0,,
,,411441,5172.0,,,,,,,,0.0,,
,,411450,5172.0,,,,,,,,0.0,,
,,411458,5172.0,,,,,,,,0.0,,
,,420169,5172.0,,,,,,,,0.0,,
,,420351,5172.0,,,,,,,,0.0,,
,,420537,5172.0,,,,,,,,0.0,,
,,420920,5172.0,,,,,,,,0.0,,
,,401141,5176.0,,,,,,,,0.0,,
,,401701,5176.0,,,,,,,,0.0,,
,,402084,5176.0,,,,,,,,0.0,,
,,410945,5176.0,,,,,,,,0.0,,
,,401932,5180.0,,,,,,,,0.0,,
,,411130,5180.0,,,,,,,,0.0,,
,,411253,5180.0,,,,,,,,0.0,,
,,401206,5181.0,,,,,,,,0.0,,
,,401514,5181.0,,,,,,,,0.0,,
,,401711,5181.0,,,,,,,,0.0,,
,,401933,5181.0,,,,,,,,0.0,,
,,421353,5181.0,,,,,,,,0.0,,
,,401246,5191.0,,,,,,,,0.0,,
,,401703,5191.0,,,,,,,,0.0,,
,,401246,5192.0,,,,,,,,0.0,,
,,401703,5192.0,,,,,,,,0.0,,
,,402158,5196.0,,,,,,,,0.0,,
,,410374,5196.0,,,,,,,,0.0,,
,,410753,5196.0,,,,,,,,0.0,,
,,411323,5196.0,,,,,,,,0.0,,
,,401159,5248.0,,,,,,,,0.0,,
,,401929,5248.0,,,,,,,,0.0,,
,,402086,5248.0,,,,,,,,0.0,,
,,401699,5257.0,,,,,,,,0.0,,
,,410417,5257.0,,,,,,,,0.0,,
,,412036,5258.0,,,,,,,,0.0,,
,,411133,5259.0,,,,,,,,0.0,,
,,411362,5259.0,,,,,,,,0.0,,
,,411499,5259.0,,,,,,,,0.0,,
,,411508,5259.0,,,,,,,,0.0,,
,,411551,5259.0,,,,,,,,0.0,,
,,412126,5259.0,,,,,,,,0.0,,
,,412321,5259.0,,,,,,,,0.0,,
,,412601,5259.0,,,,,,,,0.0,,
,,420445,5259.0,,,,,,,,0.0,,
,,420453,5259.0,,,,,,,,0.0,,
,,420996,5259.0,,,,,,,,0.0,,
,,421098,5259.0,,,,,,,,0.0,,
,,421100,5259.0,,,,,,,,0.0,,
,,421420,5259.0,,,,,,,,0.0,,
,,421470,5259.0,,,,,,,,0.0,,
,,401184,5261.0,,,,,,,,0.0,,
,,401898,5261.0,,,,,,,,0.0,,
,,402152,5261.0,,,,,,,,0.0,,
,,410109,5261.0,,,,,,,,0.0,,
,,410345,5261.0,,,,,,,,0.0,,
,,410529,5261.0,,,,,,,,0.0,,
,,410683,5261.0,,,,,,,,0.0,,
,,410801,5261.0,,,,,,,,0.0,,
,,410812,5261.0,,,,,,,,0.0,,
,,410824,5261.0,,,,,,,,0.0,,
,,410825,5261.0,,,,,,,,0.0,,
,,411268,5261.0,,,,,,,,0.0,,
,,411617,5261.0,,,,,,,,0.0,,
,,411913,5261.0,,,,,,,,0.0,,
,,420247,5261.0,,,,,,,,0.0,,
,,410936,5275.0,,,,,,,,0.0,,
,,411234,5275.0,,,,,,,,0.0,,
,,421448,5275.0,,,,,,,,0.0,,
,,411134,5277.0,,,,,,,,0.0,,
,,411360,5277.0,,,,,,,,0.0,,
,,411497,5277.0,,,,,,,,0.0,,
,,411506,5277.0,,,,,,,,0.0,,
,,412121,5277.0,,,,,,,,0.0,,
,,412125,5277.0,,,,,,,,0.0,,
,,412600,5277.0,,,,,,,,0.0,,
,,420452,5277.0,,,,,,,,0.0,,
,,420680,5277.0,,,,,,,,0.0,,
,,420995,5277.0,,,,,,,,0.0,,
,,421177,5277.0,,,,,,,,0.0,,
,,421266,5277.0,,,,,,,,0.0,,
,,410190,5279.0,,,,,,,,0.0,,
,,410428,5279.0,,,,,,,,0.0,,
,,401168,5281.0,,,,,,,,0.0,,
,,401493,5281.0,,,,,,,,0.0,,
,,421080,5281.0,,,,,,,,0.0,,
,,421329,5281.0,,,,,,,,0.0,,
,,421330,5281.0,,,,,,,,0.0,,
,,421380,5281.0,,,,,,,,0.0,,
,,421383,5281.0,,,,,,,,0.0,,
,,401549,5294.0,,,,,,,,0.0,,
,,400982,5294.0,,,,,,,,0.0,,
,,401826,5294.0,,,,,,,,0.0,,
,,410372,5294.0,,,,,,,,0.0,,
,,410635,5294.0,,,,,,,,0.0,,
,,420169,5294.0,,,,,,,,0.0,,
,,420351,5294.0,,,,,,,,0.0,,
,,420537,5294.0,,,,,,,,0.0,,
,,420625,5294.0,,,,,,,,0.0,,
,,421431,5294.0,,,,,,,,0.0,,
,,401046,5296.0,,,,,,,,0.0,,
,,411838,5297.0,,,,,,,,0.0,,
,,411838,5299.0,,,,,,,,0.0,,
,,401203,5300.0,,,,,,,,0.0,,
,,401818,5300.0,,,,,,,,0.0,,
,,410326,5300.0,,,,,,,,0.0,,
,,411230,5300.0,,,,,,,,0.0,,
,,411371,5300.0,,,,,,,,0.0,,
,,411491,5300.0,,,,,,,,0.0,,
,,411704,5300.0,,,,,,,,0.0,,
,,411928,5300.0,,,,,,,,0.0,,
,,411995,5300.0,,,,,,,,0.0,,
,,412219,5300.0,,,,,,,,0.0,,
,,412304,5300.0,,,,,,,,0.0,,
,,412312,5300.0,,,,,,,,0.0,,
,,412410,5300.0,,,,,,,,0.0,,
,,410319,5301.0,,,,,,,,0.0,,
,,411057,5301.0,,,,,,,,0.0,,
,,411368,5301.0,,,,,,,,0.0,,
,,411488,5301.0,,,,,,,,0.0,,
,,411509,5301.0,,,,,,,,0.0,,
,,411657,5301.0,,,,,,,,0.0,,
,,411928,5301.0,,,,,,,,0.0,,
,,411992,5301.0,,,,,,,,0.0,,
,,412216,5301.0,,,,,,,,0.0,,
,,412306,5301.0,,,,,,,,0.0,,
,,411701,5301.0,,,,,,,,0.0,,
,,412301,5301.0,,,,,,,,0.0,,
,,412407,5301.0,,,,,,,,0.0,,
,,420153,5301.0,,,,,,,,0.0,,
,,420689,5301.0,,,,,,,,0.0,,
,,420869,5301.0,,,,,,,,0.0,,
,,421101,5301.0,,,,,,,,0.0,,
,,421128,5301.0,,,,,,,,0.0,,
,,421313,5301.0,,,,,,,,0.0,,
,,421317,5301.0,,,,,,,,0.0,,
,,401297,5302.0,,,,,,,,0.0,,
,,401822,5302.0,,,,,,,,0.0,,
,,410319,5302.0,,,,,,,,0.0,,
,,411057,5302.0,,,,,,,,0.0,,
,,411230,5302.0,,,,,,,,0.0,,
,,411368,5302.0,,,,,,,,0.0,,
,,411371,5302.0,,,,,,,,0.0,,
,,411488,5302.0,,,,,,,,0.0,,
,,411491,5302.0,,,,,,,,0.0,,
,,411509,5302.0,,,,,,,,0.0,,
,,411704,5302.0,,,,,,,,0.0,,
,,411992,5302.0,,,,,,,,0.0,,
,,411995,5302.0,,,,,,,,0.0,,
,,412216,5302.0,,,,,,,,0.0,,
,,412219,5302.0,,,,,,,,0.0,,
,,412304,5302.0,,,,,,,,0.0,,
,,412306,5302.0,,,,,,,,0.0,,
,,412312,5302.0,,,,,,,,0.0,,
,,411701,5302.0,,,,,,,,0.0,,
,,412301,5302.0,,,,,,,,0.0,,
,,412407,5302.0,,,,,,,,0.0,,
,,412410,5302.0,,,,,,,,0.0,,
,,420153,5302.0,,,,,,,,0.0,,
,,420689,5302.0,,,,,,,,0.0,,
,,420869,5302.0,,,,,,,,0.0,,
,,421101,5302.0,,,,,,,,0.0,,
,,421128,5302.0,,,,,,,,0.0,,
,,421313,5302.0,,,,,,,,0.0,,
,,421317,5302.0,,,,,,,,0.0,,
,,410628,5303.0,,,,,,,,0.0,,
,,410956,5303.0,,,,,,,,0.0,,
,,401365,5306.0,,,,,,,,0.0,,
,,402006,5313.0,,,,,,,,0.0,,
,,410242,5313.0,,,,,,,,0.0,,
,,411358,5313.0,,,,,,,,0.0,,
,,411357,5313.0,,,,,,,,0.0,,
,,412259,5313.0,,,,,,,,0.0,,
,,420659,5313.0,,,,,,,,0.0,,
,,402006,5328.0,,,,,,,,0.0,,
,,410242,5328.0,,,,,,,,0.0,,
,,420659,5328.0,,,,,,,,0.0,,
,,412110,5329.0,,,,,,,,0.0,,
,,412323,5329.0,,,,,,,,0.0,,
,,412495,5329.0,,,,,,,,0.0,,
,,412510,5329.0,,,,,,,,0.0,,
,,420166,5329.0,,,,,,,,0.0,,
,,420624,5329.0,,,,,,,,0.0,,
,,420348,5329.0,,,,,,,,0.0,,
,,420534,5329.0,,,,,,,,0.0,,
,,401990,5331.0,,,,,,,,0.0,,
,,410654,5331.0,,,,,,,,0.0,,
,,412176,5331.0,,,,,,,,0.0,,
,,420069,5331.0,,,,,,,,0.0,,
,,420548,5331.0,,,,,,,,0.0,,
,,401990,5332.0,,,,,,,,0.0,,
,,410654,5332.0,,,,,,,,0.0,,
,,412176,5332.0,,,,,,,,0.0,,
,,420069,5332.0,,,,,,,,0.0,,
,,420548,5332.0,,,,,,,,0.0,,
,,401990,5333.0,,,,,,,,0.0,,
,,410654,5333.0,,,,,,,,0.0,,
,,420548,5333.0,,,,,,,,0.0,,
,,411057,5336.0,,,,,,,,0.0,,
,,411368,5336.0,,,,,,,,0.0,,
,,411488,5336.0,,,,,,,,0.0,,
,,411509,5336.0,,,,,,,,0.0,,
,,411845,5336.0,,,,,,,,0.0,,
,,411992,5336.0,,,,,,,,0.0,,
,,412216,5336.0,,,,,,,,0.0,,
,,412306,5336.0,,,,,,,,0.0,,
,,411701,5336.0,,,,,,,,0.0,,
,,412301,5336.0,,,,,,,,0.0,,
,,412407,5336.0,,,,,,,,0.0,,
,,420153,5336.0,,,,,,,,0.0,,
,,420689,5336.0,,,,,,,,0.0,,
,,420869,5336.0,,,,,,,,0.0,,
,,421101,5336.0,,,,,,,,0.0,,
,,421128,5336.0,,,,,,,,0.0,,
,,421313,5336.0,,,,,,,,0.0,,
,,421317,5336.0,,,,,,,,0.0,,
,,401298,5368.0,,,,,,,,0.0,,
,,401819,5368.0,,,,,,,,0.0,,
,,402117,5368.0,,,,,,,,0.0,,
,,410141,5368.0,,,,,,,,0.0,,
,,410319,5368.0,,,,,,,,0.0,,
,,410776,5373.0,,,,,,,,0.0,,
,,410776,5374.0,,,,,,,,0.0,,
,,410776,5375.0,,,,,,,,0.0,,
,,410776,5376.0,,,,,,,,0.0,,
,,410776,5377.0,,,,,,,,0.0,,
,,410776,5378.0,,,,,,,,0.0,,
,,410776,5379.0,,,,,,,,0.0,,
,,401456,5399.0,,,,,,,,0.0,,
,,410010,5399.0,,,,,,,,0.0,,
,,420997,5399.0,,,,,,,,0.0,,
,,421176,5402.0,,,,,,,,0.0,,
,,420446,5403.0,,,,,,,,0.0,,
,,410782,5404.0,,,,,,,,0.0,,
,,421176,5405.0,,,,,,,,0.0,,
,,401265,5406.0,,,,,,,,0.0,,
,,401827,5406.0,,,,,,,,0.0,,
,,410010,5406.0,,,,,,,,0.0,,
,,412620,5406.0,,,,,,,,0.0,,
,,420797,5406.0,,,,,,,,0.0,,
,,401039,5407.0,,,,,,,,0.0,,
,,410010,5407.0,,,,,,,,0.0,,
,,410433,5407.0,,,,,,,,0.0,,
,,410782,5407.0,,,,,,,,0.0,,
,,411135,5407.0,,,,,,,,0.0,,
,,411361,5407.0,,,,,,,,0.0,,
,,411498,5407.0,,,,,,,,0.0,,
,,411507,5407.0,,,,,,,,0.0,,
,,411595,5407.0,,,,,,,,0.0,,
,,412124,5407.0,,,,,,,,0.0,,
,,412319,5407.0,,,,,,,,0.0,,
,,412599,5407.0,,,,,,,,0.0,,
,,412620,5407.0,,,,,,,,0.0,,
,,420149,5407.0,,,,,,,,0.0,,
,,420451,5407.0,,,,,,,,0.0,,
,,411550,5407.0,,,,,,,,0.0,,
,,420679,5407.0,,,,,,,,0.0,,
,,420219,5407.0,,,,,,,,0.0,,
,,420779,5407.0,,,,,,,,0.0,,
,,420797,5407.0,,,,,,,,0.0,,
,,420994,5407.0,,,,,,,,0.0,,
,,420997,5407.0,,,,,,,,0.0,,
,,421099,5407.0,,,,,,,,0.0,,
,,421213,5407.0,,,,,,,,0.0,,
,,421469,5407.0,,,,,,,,0.0,,
,,421005,5411.0,,,,,,,,0.0,,
,,401908,5443.0,,,,,,,,0.0,,
,,410633,5443.0,,,,,,,,0.0,,
,,420359,5444.0,,,,,,,,0.0,,
,,421165,5444.0,,,,,,,,0.0,,
,,421460,5444.0,,,,,,,,0.0,,
,,410162,5465.0,,,,,,,,0.0,,
,,401298,5467.0,,,,,,,,0.0,,
,,410013,5499.0,,,,,,,,0.0,,
,,410777,5499.0,,,,,,,,0.0,,
,,410921,5499.0,,,,,,,,0.0,,
,,411837,5499.0,,,,,,,,0.0,,
,,420269,5499.0,,,,,,,,0.0,,
,,410013,5500.0,,,,,,,,0.0,,
,,410777,5500.0,,,,,,,,0.0,,
,,401483,5520.0,,,,,,,,0.0,,
,,401542,5520.0,,,,,,,,0.0,,
,,410074,5520.0,,,,,,,,0.0,,
,,410467,5520.0,,,,,,,,0.0,,
,,410320,5521.0,,,,,,,,0.0,,
,,411929,5521.0,,,,,,,,0.0,,
,,420868,5521.0,,,,,,,,0.0,,
,,401011,5558.0,,,,,,,,0.0,,
,,401099,5563.0,,,,,,,,0.0,,
,,401163,5563.0,,,,,,,,0.0,,
,,401161,5563.0,,,,,,,,0.0,,
,,401918,5563.0,,,,,,,,0.0,,
,,401165,5563.0,,,,,,,,0.0,,
,,401749,5563.0,,,,,,,,0.0,,
,,410411,5564.0,,,,,,,,0.0,,
,,411698,5564.0,,,,,,,,0.0,,
,,401159,5565.0,,,,,,,,0.0,,
,,401929,5565.0,,,,,,,,0.0,,
,,402086,5565.0,,,,,,,,0.0,,
,,401343,5567.0,,,,,,,,0.0,,
,,410181,5567.0,,,,,,,,0.0,,
,,410952,5567.0,,,,,,,,0.0,,
,,401343,5568.0,,,,,,,,0.0,,
,,410181,5568.0,,,,,,,,0.0,,
,,410952,5568.0,,,,,,,,0.0,,
,,401343,5569.0,,,,,,,,0.0,,
,,401343,5570.0,,,,,,,,0.0,,
,,410181,5570.0,,,,,,,,0.0,,
,,410952,5570.0,,,,,,,,0.0,,
,,401343,5571.0,,,,,,,,0.0,,
,,400984,5578.0,,,,,,,,0.0,,
,,401168,5578.0,,,,,,,,0.0,,
,,410157,5578.0,,,,,,,,0.0,,
,,410413,5578.0,,,,,,,,0.0,,
,,410629,5578.0,,,,,,,,0.0,,
,,410781,5578.0,,,,,,,,0.0,,
,,410953,5578.0,,,,,,,,0.0,,
,,410957,5578.0,,,,,,,,0.0,,
,,412024,5578.0,,,,,,,,0.0,,
,,420884,5578.0,,,,,,,,0.0,,
,,401597,5583.0,,,,,,,,0.0,,
,,401206,5620.0,,,,,,,,0.0,,
,,401514,5620.0,,,,,,,,0.0,,
,,410773,5620.0,,,,,,,,0.0,,
,,401253,5629.0,,,,,,,,0.0,,
,,401054,5630.0,,,,,,,,0.0,,
,,401338,5630.0,,,,,,,,0.0,,
,,401531,5630.0,,,,,,,,0.0,,
,,410104,5630.0,,,,,,,,0.0,,
,,401056,5631.0,,,,,,,,0.0,,
,,401340,5631.0,,,,,,,,0.0,,
,,401530,5631.0,,,,,,,,0.0,,
