Date,Customer,Job #,Item,AQL Shift,Inspection Station (Gluer),Total Pieces,Defect Code,Defect Description,Defective Samples,Total Samples,Total Estimated Defective,Department of Origin,Machine of Origin
9/29/2021,Titleist,411647,8607,1,2,300,P6,Coating,5,20,75,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,2,300,P6,Coating,2,20,30,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,2,300,P6,Coating,2,20,30,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,2,300,P3,Marks,5,20,75,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,2,300,,Peeling,14,20,210,Other,BOBST 130ER DC3 
9/29/2021,Titleist,411647,8607,1,4,900,P7,Dry up,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,4,900,P7,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,4,900,P7,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,4,900,P7,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/29/2021,Titleist,411647,8607,1,4,900,P7,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,1,4,900,P8,Dryup,5,32,141,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8607,2,4,900,P8,Dryup,32,32,900,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,2,4,900,D13,Hang,32,32,900,DIE CUTTING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,D13,Hang,32,32,900,DIE CUTTING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,D13,Hang,32,32,900,DIE CUTTING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,D13,Hang,32,32,900,DIE CUTTING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,D13,Hang,32,32,900,DIE CUTTING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,"P8, D7","Dryup, Cracking",32,32,900,Other,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,"P8, D7","Dryup, Cracking",32,32,900,Other,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,"P8, D7","Dryup, Cracking",32,32,900,Other,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,"P8, D7","Dryup, Cracking",32,32,900,Other,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,"P8, D7","Dryup, Cracking",32,32,900,Other,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,2,4,900,"P8, D7","Dryup, Cracking",32,32,900,Other,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,6,20,270,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,4,20,180,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,4,20,180,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,4,20,180,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,4,20,180,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,4,20,180,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,4,20,180,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,6,20,270,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,6,20,270,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,6,20,270,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,6,20,270,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,ES1,Register,5,20,225,STAMPING ,BOBST 130ER DC3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,5,20,225,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,7,20,315,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,7,20,315,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,7,20,315,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,7,20,315,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411647,8601,1,4,900,P8,Dryup,7,20,315,PRINTING ,KBA RAPIDA130 P3 
9/30/2021,Titleist,411657,5714,1,5,1200,P2,Print Register,16,32,600,PRINTING ,KBA Rapida 106 P1 
9/30/2021,Titleist,411657,5714,1,5,1200,G5,Beltmarks,2,32,75,FINISHING ,GLUER #10 OMEGA 
9/30/2021,Perricone,411618,6677,1,7,1050,G2,Excess glue,5,32,164,FINISHING ,GLUER #10 OMEGA 
9/30/2021,Perricone,411618,6677,1,7,1050,G2,Excess glue,5,32,164,FINISHING ,GLUER #10 OMEGA 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,10,20,150,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,4,20,60,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,6,20,90,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,8,20,120,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,10,20,150,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,4,20,60,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,4,20,60,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,7,20,105,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,15,20,225,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411763,,1,2,300,ES5,Hologram,9,20,135,STAMPING ,BOBST 130ER DC3 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,20,32,563,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,20,32,563,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,28,32,788,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,20,32,563,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,18,32,506,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,15,32,422,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,18,32,506,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,20,32,563,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,28,32,788,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,20,32,563,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,19,32,534,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,8,32,225,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,19,32,534,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,18,32,506,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,18,32,506,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,10,32,281,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,16,32,450,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,18,32,506,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,19,32,534,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,10,32,281,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,10,32,281,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,10,32,281,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,9,32,253,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,10,32,281,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411628,,1,4,900,ES5,Hologram,32,32,900,STAMPING ,SBL HS2 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,15,32,422,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,20,32,563,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,15,32,422,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411647,,1,4,900,P8,Dry up,15,32,422,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411763,,1,4,900,G13,Seepage,18,32,506,FINISHING ,GLUER #4 Omega 
10/4/2021,Titleist,411763,,1,4,900,G13,Seepage,10,32,281,FINISHING ,GLUER #4 Omega 
10/4/2021,Titleist,411763,,1,4,900,G13,Seepage,15,32,422,FINISHING ,GLUER #4 Omega 
10/4/2021,Titleist,411762,,1,2,300,D13,Hangs,6,20,90,DIE CUTTING ,BOBST 130ER DC3 
10/4/2021,Titleist,411762,,1,2,300,D13,Hangs,5,20,75,DIE CUTTING ,BOBST 130ER DC3 
10/4/2021,Titleist,411762,,1,2,300,D13,Hangs,7,20,105,DIE CUTTING ,BOBST 130ER DC3 
10/4/2021,Titleist,411762,,1,2,300,P8,Dry up,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,2,300,P8,Dry up,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,18,20,810,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,15,32,422,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,18,32,506,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,10,32,281,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,32,32,900,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,32,32,900,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,32,32,900,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Titleist,411762,,1,4,900,P1,Color Variation,32,32,900,PRINTING ,KBA RAPIDA130 P3 
10/4/2021,Innerworkings,411604,,1,9,300,G2,Excess glue,5,20,75,FINISHING ,GLUER #9 OMEGA 
10/4/2021,Innerworkings,411604,,1,9,300,G2,Excess glue,4,20,60,FINISHING ,GLUER #9 OMEGA 
10/4/2021,Innerworkings,411604,,1,9,300,G2,Excess glue,6,20,90,FINISHING ,GLUER #9 OMEGA 
10/4/2021,PCA,411657,,1,10,1100,P2,Register,6,32,206,PRINTING ,KBA Rapida 106 P1 
10/4/2021,PCA,411657,,1,10,1100,P8,Dry up,3,32,103,PRINTING ,KBA Rapida 106 P1 
10/4/2021,Perricone,411481,,2,7,450,P1,Color Variation,10,20,225,PRINTING ,KBA Rapida 106 P1 
10/4/2021,Perricone,411481,,2,7,450,G2,Excess glue,10,20,225,FINISHING ,GLUER #7 BOBST 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,ES5,Hologram,10,20,150,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6698,1,2,300,ES5,Hologram,10,20,150,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6698,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6698,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6698,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,10,20,150,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6698,1,2,300,P2,Print Register,5,20,75,PRINTING ,KBA RAPIDA130 P3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6460,1,2,300,ES5,Hologram,5,20,75,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6733,1,2,300,ES5,Hologram,3,20,45,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6733,1,2,300,ES5,Hologram,3,20,45,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6733,1,2,300,ES5,Hologram,3,20,45,STAMPING ,BOBST 130ER DC3 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,5,20,75,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,6,20,90,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,6,20,90,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,6,20,90,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,4,20,60,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,4,20,60,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,5,20,75,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411813,6461,1,2,300,G12,Wrinkles,5,20,75,FINISHING ,GLUER #4 Omega 
10/5/2021,Titleist,411647,8610,1,2,900,D11,Tearing,10,32,281,DIE CUTTING ,BOBST 130ER DC3 
10/5/2021,Titleist,411647,8610,1,2,900,D11,Tearing,7,32,197,DIE CUTTING ,BOBST 130ER DC3 
10/5/2021,Titleist,411647,8610,1,2,900,D11,Tearing,10,32,281,DIE CUTTING ,BOBST 130ER DC3 
