Item,Job #
392,380143
392,380050
392,380239
392,380317
392,371108
392,380459
392,380893
393,380143
393,380050
393,380239
393,380317
393,371108
393,380459
393,380893
394,380143
394,371108
394,380459
395,380143
395,371108
395,380459
396,380143
396,371108
396,380459
397,371114
397,381091
397,390195
397,391294
397,392373
397,400337
397,400969
397,401880
397,401972
397,410043
397,410179
397,410393
397,411131
397,411319
398,371114
398,390195
398,391842
398,401199
398,410864
399,371113
399,380089
399,380245
400,391300
400,411502
400,420035
401,371118
402,371118
415,371010
416,380161
417,380161
418,380119
419,380870
419,381074
419,381260
419,381839
419,391338
419,391571
420,380173
420,370961
420,380176
420,380335
421,381379
424,380124
424,380414
424,381605
424,390156
424,390663
424,391570
425,371007
425,381049
426,380667
426,381375
426,381811
426,390151
427,380270
427,380676
427,381375
427,390155
428,380224
428,380869
428,381840
430,380227
430,380001
430,380674
430,381076
430,381266
430,381374
430,381797
430,390151
430,391949
430,400974
432,380145
432,380412
432,380868
432,381260
432,381811
433,380119
434,380673
434,381840
435,381840
436,371016
436,380469
436,390371
436,391841
436,400732
436,401587
437,380143
437,371116
438,380143
438,371116
439,371016
439,380243
439,380469
439,390371
439,391841
439,400732
439,401587
440,380143
440,371116
441,371016
441,380469
442,371016
442,400732
442,401587
444,371119
445,371119
446,371119
446,381659
446,392151
447,371119
447,381659
447,392151
448,371121
448,381662
448,390988
448,392152
449,371120
449,390990
451,371124
451,371130
452,371124
453,371124
454,371124
455,371124
456,371125
457,371125
457,380619
457,380863
457,381203
457,381309
458,371125
459,371125
459,380619
459,380863
460,371125
461,371125
462,371125
463,371125
464,371125
464,380267
464,380295
465,371126
465,380618
466,371126
467,371126
473,371127
473,371128
476,380012
476,391454
476,381525
476,391935
476,400553
476,400925
476,401292
476,401885
477,380012
477,391454
477,381525
477,391935
477,400553
478,380013
478,381573
478,391455
478,391936
478,400555
478,400926
478,401293
478,401886
479,380013
479,381573
479,391455
479,391936
479,400555
500,380030
500,380812
500,381287
500,381724
501,380029
501,380493
501,380494
503,380172
503,371130
503,380009
503,380251
504,371131
504,381493
504,381690
504,390175
504,390604
504,390995
504,391494
504,400174
504,400423
504,401067
504,401250
505,380019
505,381383
505,401090
505,401393
505,401927
505,410694
505,410865
505,411818
505,411851
505,420092
505,421014
505,421392
506,380006
506,380226
506,380427
506,380867
506,381266
507,380003
507,380333
507,380869
507,390157
508,380006
508,380272
508,380669
508,381073
508,381606
508,381838
508,390437
508,391037
508,391577
508,391815
508,392087
508,400249
508,400448
508,400458
508,400972
508,401195
508,401335
508,401668
508,410163
508,410377
508,410892
508,411773
509,380121
509,380006
509,380226
509,380412
509,380669
509,381073
509,381376
509,381606
509,381838
509,390437
509,400249
510,380228
510,380003
510,380412
510,380669
510,381073
510,391037
510,400448
510,400458
510,400826
510,401195
510,401335
510,401414
510,401668
510,410163
510,410892
510,411141
510,411439
510,411448
510,411456
511,380228
511,380121
511,381073
511,381606
511,381838
511,390437
511,391577
512,380002
512,380224
513,380121
513,380003
514,380002
514,391042
515,380002
515,380869
516,380002
517,380146
517,380006
517,380274
517,380427
517,381265
517,381610
517,381835
517,390152
518,380228
518,380119
518,380004
519,380119
519,380004
519,380411
519,381262
519,381607
519,390150
520,380119
520,380004
520,380273
520,380411
520,380871
520,381038
520,381262
520,381607
520,390442
520,391040
521,380119
521,380004
521,380666
521,380871
521,381038
521,381075
521,381607
521,381812
521,390442
521,390654
521,391040
521,391336
521,400026
521,400251
523,380004
523,380411
523,380871
523,381038
523,381377
523,381812
523,390150
523,390654
523,391040
523,392083
523,400026
523,400251
523,400828
523,400970
523,401194
523,401334
523,401669
523,402138
523,410161
523,410634
523,410894
523,411413
523,420184
523,420355
523,420549
523,420608
523,421429
524,380004
524,380273
524,381075
524,381812
524,390654
525,380004
525,381075
525,381262
525,381377
525,390442
525,390654
526,380007
526,380225
526,380672
526,381077
526,381374
526,390436
527,380007
527,380275
527,381605
527,390156
528,380003
528,380224
528,380274
528,380414
528,390659
528,391337
529,380123
529,380007
529,380271
529,380670
529,380872
529,381077
529,390655
530,380007
530,380271
530,380413
530,390439
531,380007
531,380413
531,381077
531,381605
531,390655
532,380124
532,380001
532,380415
532,380674
532,381375
532,381609
533,380005
533,380124
533,380674
533,380868
533,381267
533,381374
533,381836
533,390156
533,390439
533,390660
533,391043
533,391570
533,391948
534,380005
534,380118
534,380409
534,380868
534,381372
534,381839
534,390432
534,390433
535,380120
535,380007
535,380672
536,380007
537,380120
537,380003
538,380146
538,380006
539,380002
539,380230
539,381837
539,390156
540,380002
540,380224
540,400451
540,400461
541,380274
541,380001
541,380673
541,381072
541,381374
541,381605
541,390156
542,380002
542,380230
542,380409
542,380676
542,380870
542,381071
542,381372
542,381839
542,390155
542,390662
542,391039
542,391575
543,380005
543,380230
543,380270
543,380667
543,381071
543,381268
543,381372
543,381839
543,390435
543,390656
543,391571
544,380005
544,380118
544,380409
544,380676
544,381379
544,381608
544,381839
544,390155
544,391039
544,391575
544,400825
544,400976
545,380005
545,380673
545,380872
545,381610
545,381837
545,390435
545,391338
545,392113
546,380026
548,380870
548,381375
548,381605
548,381840
548,390663
548,391570
548,400031
548,400826
548,400972
548,401191
548,401331
548,410891
548,420610
548,421428
549,381379
549,381610
549,391338
550,380172
550,380009
550,380251
551,380172
551,380009
552,380272
552,380410
552,381076
552,381268
552,381372
552,381608
553,380270
553,380869
553,381076
553,381374
553,391571
556,380010
557,380010
557,381042
557,381716
557,391794
558,380142
558,380010
558,381042
558,381428
558,381716
558,390057
558,390462
558,391212
558,391598
558,391968
561,380025
561,380023
561,381638
562,380021
562,381524
562,391419
562,400552
562,401294
562,401887
562,411591
562,420263
563,380021
563,381524
563,391419
563,400552
564,380022
564,381527
564,391456
564,391921
564,400554
564,401295
564,401888
564,411590
565,380022
565,381527
565,391456
565,391921
565,400554
581,380024
584,380192
586,380229
586,380026
586,380668
586,381076
596,380071
596,381007
596,390345
596,390494
597,380055
601,380039
603,380034
605,380034
606,380034
607,380034
609,380040
612,380050
612,380239
613,380050
613,380239
613,380651
614,380050
614,380239
616,380033
616,380790
616,401516
617,380033
617,390769
617,391311
617,400146
618,380050
618,380459
618,380651
619,380050
619,380459
619,380651
620,380050
620,380459
620,380651
621,380050
621,380239
622,380143
622,380050
622,380317
622,381256
623,380050
623,380239
624,380050
624,380239
625,402129
626,380037
626,380099
626,380092
626,380268
626,380269
627,380054
628,380054
629,380054
630,380054
631,380054
632,380054
633,380054
634,380054
635,380054
636,380054
637,380054
638,380093
639,380093
640,380049
640,381565
641,380087
641,380242
641,380041
641,380623
642,380087
642,380242
642,380041
642,380623
643,380047
643,380222
643,380650
644,380047
644,380222
644,380650
645,380148
645,380213
645,390288
645,400210
645,400560
645,402024
646,380017
647,380149
647,380214
647,390184
647,400218
647,402028
649,380065
650,380048
650,380311
651,380048
651,380311
652,380065
652,380218
653,380065
653,390730
653,400949
653,401244
653,401518
653,401734
653,410363
653,412348
653,420357
654,380065
654,380218
654,381237
654,381715
654,390177
654,390633
654,390730
654,392068
654,392388
654,400209
654,400949
654,401167
654,401244
654,401518
655,380064
656,380075
656,380051
656,380192
656,380305
656,380647
657,380075
657,380051
657,380192
657,380305
657,380647
658,380075
658,380051
658,380192
658,380305
658,380647
659,380075
659,380051
659,380192
659,380305
659,380647
659,381040
660,380075
660,380051
660,380192
660,380305
660,380647
661,380075
661,380051
661,380192
662,380075
662,380051
662,380192
662,380305
662,380647
662,381040
663,380075
663,380051
663,380647
664,390183
665,380075
665,380051
665,380305
665,380647
666,380078
666,380304
666,380788
666,380723
666,380886
666,391522
666,401985
671,380136
671,380237
671,380563
671,381101
672,380136
673,380136
674,380885
674,380059
674,380616
674,381204
674,391324
674,391624
675,380101
675,380057
676,380101
676,380057
676,380282
676,390073
676,390394
676,390627
676,391402
676,391693
677,380136
677,381101
677,390965
677,391777
677,400108
677,400559
677,401159
677,400580
677,401929
677,402086
677,410475
677,411028
678,380136
679,380101
679,380057
680,380136
680,390965
680,391777
680,401159
680,401929
680,410475
680,411028
681,380056
681,380278
681,380621
681,380965
681,390864
682,380136
682,380237
682,380563
682,381101
682,381681
682,390466
682,390965
682,391777
682,400108
682,400559
682,401159
682,400580
682,401929
682,402086
683,380136
683,380563
683,380515
683,381101
683,381681
683,390466
683,390965
683,391777
683,400108
683,400559
683,401159
683,400580
683,401929
683,402086
684,380136
684,380237
684,380563
684,381101
684,381681
684,390466
684,390965
684,391777
684,400108
684,400559
684,401159
684,400580
684,401929
684,402086
685,380136
685,380563
685,380515
685,381101
685,381681
685,390466
685,390965
685,391777
685,400108
685,400559
685,401159
685,400580
685,401929
685,402086
685,410866
686,380052
688,380237
688,380563
688,381101
688,381681
688,390466
688,390965
688,391777
688,401159
688,400580
688,401929
690,380650
691,380650
693,380072
694,380067
695,380073
696,380067
697,380068
698,380068
701,380068
702,380068
704,380058
704,380798
704,381572
705,380058
706,380081
711,380010
711,380323
711,380765
711,381042
711,381716
711,390462
711,390757
711,390986
712,380010
712,380765
712,390057
713,380256
714,380152
714,380253
714,380330
714,381003
714,381196
714,390944
715,380156
715,380255
715,380592
715,381004
716,380150
716,380254
716,380720
716,391619
717,380157
717,380190
717,380252
717,380591
717,381196
717,390943
718,380157
718,380252
718,380602
718,381003
719,380152
719,380253
719,381305
719,381727
719,390247
719,391328
719,391618
719,400171
719,400570
719,401201
719,401896
719,402152
719,410106
719,410249
719,411617
719,411912
719,412285
719,412486
719,412522
719,420337
719,420555
719,421326
720,380157
720,380252
721,380150
721,380254
721,380602
721,381305
721,381727
721,390254
721,390940
721,391619
721,400568
721,401056
721,401340
721,401899
721,402153
721,410108
721,410527
721,410799
721,410800
721,410810
721,410811
721,410822
721,410823
721,410963
721,411266
721,411466
721,420570
721,421004
721,421414
722,380150
722,380254
722,381004
722,381194
722,381305
722,381727
722,390940
723,380151
723,380256
723,381306
723,390618
723,391276
723,391403
724,380153
724,380256
724,380592
724,412635
725,380157
725,380252
725,380591
726,380240
726,391321
727,380259
727,381300
727,381487
727,390014
727,390868
727,391322
727,400368
727,400686
727,401040
727,402149
727,410172
727,410968
727,411470
727,411905
727,412289
727,412490
727,412526
727,420559
727,420342
727,421005
728,380259
728,380652
728,381723
728,390242
728,390867
728,401187
729,380259
729,380652
729,381213
729,381300
729,392074
729,400368
729,401553
729,410098
729,412290
729,412491
729,412527
729,420343
729,420560
730,380259
730,380652
730,390014
730,391321
730,400181
731,380153
731,380257
731,380720
734,380157
734,380252
734,390619
734,390943
735,380155
735,380255
735,380592
735,381004
736,380151
736,380256
736,380720
739,380070
739,380594
739,391985
739,401138
739,402131
739,420137
740,380151
740,380253
740,380190
740,380602
740,381726
740,390247
740,390493
740,390619
740,390941
740,392312
747,380036
748,380036
749,380036
750,380036
751,380078
751,380304
751,380788
751,380723
751,380886
751,391522
751,401985
752,380078
752,380304
752,380886
752,381700
753,380094
753,380314
753,380406
753,380722
753,380787
753,380887
753,390051
753,391521
753,401986
754,380094
754,380314
754,380343
754,380406
754,380722
754,380787
754,380887
754,381047
754,390051
754,391521
754,401986
755,380314
755,380408
755,380722
755,380787
755,380887
755,390051
755,391521
755,401986
756,380314
756,380408
756,380887
756,390051
757,380094
757,380314
757,380407
757,380888
757,381046
757,381212
757,390048
757,390202
757,390908
758,380094
758,380315
758,380407
759,380094
761,380079
761,410964
761,411467
761,412627
762,380079
762,380601
762,381272
762,391274
762,392192
762,401532
762,410109
762,410685
762,411615
762,421000
763,380080
763,380601
763,381272
763,391274
763,400165
764,380080
764,380601
764,381272
764,381644
764,400568
764,401054
764,401338
764,401897
764,410109
764,410529
764,410801
764,410812
764,410824
764,410825
764,411268
764,411615
764,412627
764,420998
765,380079
765,380601
765,381272
765,381644
765,390243
765,390636
765,401181
765,401054
765,401338
765,401532
765,410247
765,410529
765,410801
765,410812
765,410824
765,410825
765,411268
765,411615
765,420999
766,380080
775,380157
775,380252
775,380591
775,381725
775,390250
775,390943
775,391621
775,401531
775,401896
775,410104
775,410685
775,410964
775,411467
775,411910
775,412283
775,412484
775,412520
775,420335
775,420553
776,380342
777,380091
778,380091
779,380091
783,380158
784,380154
784,380255
784,391327
785,380259
785,380455
785,380652
785,381487
785,390014
785,390868
785,391322
785,400181
785,400843
785,402149
785,410172
785,410348
785,410689
785,412632
785,411905
785,412289
785,412490
785,412526
785,420246
785,420559
785,420342
785,420575
786,380151
786,380256
786,380592
786,390254
787,380157
787,380252
787,380591
787,411910
787,421325
788,380157
788,380252
788,381725
788,390250
789,380157
789,380252
789,381195
789,390943
789,400170
789,401897
789,410528
789,410964
789,411267
789,411467
789,420247
790,380157
790,380252
790,380602
790,381003
790,381305
790,381725
790,390250
790,390943
790,391587
791,380152
791,380253
791,381306
791,381727
791,390248
791,391327
791,391620
791,400172
792,380152
792,380253
792,381727
792,390247
792,390940
793,380153
793,390253
793,392297
794,380153
794,390253
794,401201
795,380154
796,380152
796,390253
797,380157
797,380190
798,380154
798,390253
799,380156
799,390940
800,380154
800,390253
801,380155
801,380190
801,390251
802,380155
803,380155
803,390253
803,390652
804,380152
805,380156
806,380153
806,380257
806,390619
807,380153
807,380257
807,381306
807,390253
807,391326
807,392195
807,400571
807,401056
807,401181
807,401340
807,401530
807,401899
807,402153
807,410108
807,410248
807,410345
807,410844
807,410963
807,411466
807,411909
807,412288
807,412489
807,412525
807,420341
807,420558
808,380154
808,380190
808,380253
808,381195
808,381306
808,381726
808,390247
808,390619
809,380150
809,380254
809,381195
809,381726
809,390253
809,390941
810,380136
810,381101
810,381681
810,390466
810,390965
810,400108
810,400559
810,401159
810,400580
810,401929
810,402086
811,380136
811,380563
811,381101
811,381681
811,390466
811,390965
811,391777
811,400108
811,400559
811,401159
811,400580
811,401929
812,380119
812,380411
813,380083
814,380083
815,380136
815,380563
815,381101
815,381681
815,390466
815,390965
815,391777
816,380082
817,381281
819,380125
820,380097
821,380097
823,380097
824,380097
825,380097
827,380097
828,380271
829,380271
830,380271
831,380098
832,380098
833,380098
834,380098
835,380098
837,371125
838,380145
838,381076
838,381376
839,380270
839,381074
839,381373
840,380224
840,381373
841,380410
841,381072
841,381260
841,381372
842,380227
842,380668
842,380867
842,381071
842,381373
843,380870
843,390152
845,380123
845,380670
846,380118
847,380129
847,380426
848,380129
848,380426
849,380129
849,380426
849,381301
851,380129
851,380426
852,380129
852,380426
853,380129
853,380426
854,380129
854,380426
855,380145
855,380224
855,380668
855,381076
855,381373
856,380177
857,380177
858,380177
859,380336
859,380972
860,380096
861,380126
862,380126
864,380172
864,380009
864,380251
865,380172
865,380009
865,380251
866,380172
866,380009
868,380105
869,380105
870,370968
870,380741
870,400141
872,370968
872,380741
872,400141
873,370968
873,380741
873,400141
874,370968
874,380741
874,400141
875,370968
875,380741
875,400141
876,370968
876,380741
876,400141
877,380118
877,380672
877,381074
877,381265
877,381378
877,390153
877,390657
877,391573
878,380120
878,380275
878,380410
878,381378
879,380122
880,380122
881,380121
881,380224
881,381840
882,380122
883,380122
883,380414
884,380122
884,380870
884,381610
884,381837
884,390663
884,391338
885,380122
885,381268
886,380122
887,380122
887,380673
887,381835
887,390152
888,380121
888,380415
888,381267
888,381374
889,380119
889,380411
890,380119
890,380871
890,381038
890,381075
890,390150
890,390654
891,380119
891,381377
891,381812
891,390654
891,391336
892,380119
892,380273
892,380666
892,381262
892,381607
892,390442
893,380119
894,380119
895,380123
895,380415
895,390656
896,380122
897,380124
897,380669
897,380872
897,390436
897,390655
898,380119
898,380666
898,381377
898,390150
898,390442
898,390654
899,380119
899,380411
899,380273
899,381075
899,381377
899,390442
899,390654
900,380119
900,380411
900,381607
900,390654
901,380119
901,380666
901,381262
901,381377
901,390654
901,391040
902,380120
902,380868
902,381077
902,381265
902,381811
902,390440
902,390660
902,400248
903,380120
903,380275
903,380867
903,381606
903,390436
903,390658
904,380122
904,380270
904,380667
904,380870
905,380121
905,380224
905,380674
905,381077
906,380107
906,380261
907,380107
910,380116
911,380116
912,380116
913,380116
914,380116
915,380116
916,380127
916,380277
916,380622
916,380965
917,380270
917,381074
917,381373
917,381610
918,380083
919,380046
920,380039
921,380141
921,380167
922,380186
922,380241
922,380321
922,380657
922,380892
922,380470
922,381062
922,381261
923,380186
923,380241
923,380321
923,380657
923,380892
923,380470
923,381062
923,381261
924,380186
924,380241
924,380470
925,380186
925,380241
925,380470
925,381080
926,380186
926,380241
926,380470
926,381261
927,380186
927,380241
927,380470
927,381261
928,380186
928,380241
928,380321
928,380657
928,380470
929,380186
929,380241
929,380321
929,380657
929,380470
930,380186
930,380241
930,380321
930,380470
931,380186
931,380241
931,380321
931,380470
932,380186
932,380470
933,380186
933,380470
934,380146
934,380274
934,400032
935,380146
935,380410
935,380672
936,380143
936,380239
936,380317
936,380459
936,380651
936,380893
937,380143
937,380239
937,380317
937,380459
937,380651
937,380893
937,381238
937,381601
938,380143
938,380239
938,380459
938,381395
940,380143
940,380239
940,380459
940,381395
941,380143
941,380239
941,380459
941,381395
942,380168
942,380798
943,380168
943,380798
944,380145
944,380667
945,380145
945,381837
945,391042
945,391571
968,380165
968,381340
968,391985
968,401516
968,410170
968,412035
968,412164
972,380170
972,380242
972,380159
972,380448
972,381064
972,381264
972,401517
972,412060
973,380242
973,380159
973,380448
973,381064
973,381080
973,381206
973,381264
973,401517
974,380163
975,380162
976,380162
978,380166
978,381691
978,390729
983,380198
985,380170
985,380201
985,380223
985,380460
985,381068
985,390960
985,391218
985,400006
985,410090
985,411625
985,421204
987,380186
987,380241
987,380321
987,380657
987,380470
988,380186
988,380241
988,380321
988,380657
988,380892
988,380470
988,381062
988,381261
992,380174
994,380224
994,380274
994,390659
995,380224
995,380274
996,380237
996,380563
998,380226
1007,380306
1007,390252
1008,380306
1008,381624
1008,390042
1008,390252
1014,380187
1015,380187
1016,380208
1017,380336
1017,380972
1018,380207
1020,380231
1021,380231
1022,380231
1024,380232
1025,380232
1027,380233
1050,380233
1055,380763
1055,391011
1055,392316
1059,380185
1060,380184
1060,380411
1061,380184
1061,381075
1061,381262
1062,380186
1062,380241
1062,380419
1062,380470
1062,381261
1063,380186
1063,380470
1064,380237
1064,380563
1109,380250
1109,380786
1109,391520
1109,401987
1110,380192
1110,380647
1111,380250
1111,380786
1111,391520
1111,401987
1112,380250
1112,380786
1112,391520
1112,401987
1113,380250
1113,380786
1113,391520
1113,401987
1114,380250
1114,380786
1114,391520
1114,401987
1115,380250
1115,380786
1115,391520
1115,401987
1116,380192
1118,380191
1126,380193
1126,380594
1127,380213
1127,390288
1127,400210
1127,402024
1128,380213
1129,380213
1130,380213
1130,390288
1130,400210
1130,402024
1133,380214
1134,380214
1145,380221
1145,380323
1145,380442
1145,380765
1145,381042
1145,381191
1145,381428
1145,390057
1145,391794
1145,391968
1145,390986
1146,380221
1146,380442
1146,381191
1146,381716
1147,380201
