Item,Job #
2075,381407
2075,390003
2075,390256
2076,381187
2076,381405
2076,390375
2076,391273
2076,391743
2076,391827
2076,410111
2076,421010
2077,381187
2077,381405
2077,390375
2077,401188
2077,401529
2077,411903
2078,381187
2078,381405
2078,390375
2078,391273
2078,421010
2079,381187
2079,381405
2079,390375
2079,391827
2079,400371
2079,410111
2079,410246
2079,410526
2079,410798
2079,410809
2079,410821
2079,411265
2079,410974
2079,411474
2079,412640
2080,381187
2080,381405
2080,390375
2080,401188
2080,401529
2080,401901
2081,381187
2081,381405
2081,390375
2081,391827
2081,400172
2081,402150
2081,410111
2081,421010
2082,381187
2082,381405
2082,390375
2082,410246
2083,381188
2083,381409
2083,390072
2083,391323
2083,391743
2083,400171
2083,400372
2083,401058
2083,401342
2085,381186
2085,381408
2085,390945
2086,381186
2086,381409
2086,390892
2086,391323
2086,400372
2087,381186
2087,381408
2087,390071
2088,381683
2088,390736
2088,390945
2089,381188
2089,381409
2089,390618
2089,390946
2089,400844
2089,401058
2089,401188
2089,401342
2089,401646
2089,401901
2089,402150
2089,410245
2089,410974
2089,411474
2089,411904
2089,420576
2089,421012
2090,381188
2090,381409
2090,390071
2091,381040
2091,381380
2091,381842
2091,390183
2091,390942
2091,391566
2092,381040
2092,390443
2092,390942
2092,391566
2093,381040
2093,381842
2093,390183
2093,390443
2093,390942
2093,391566
2094,381040
2094,381380
2094,381842
2094,390183
2094,390443
2094,391566
2094,401603
2094,401905
2094,410017
2094,410190
2094,411134
2094,411360
2094,411497
2094,411506
2094,412125
2094,412600
2094,420452
2094,420680
2094,420995
2094,421266
2095,381040
2096,381040
2096,381380
2096,390183
2096,390942
2097,381040
2097,381842
2097,390183
2097,390443
2097,390942
2098,381040
2098,381842
2098,390183
2098,390443
2099,381040
2100,381040
2100,381380
2100,381842
2100,390183
2100,390443
2100,390942
2100,391566
2100,401603
2100,401905
2100,410017
2100,410190
2100,411134
2100,411360
2100,411497
2100,411506
2100,412125
2100,412600
2100,420452
2100,420680
2100,420995
2100,421266
2101,381040
2101,381380
2101,381842
2101,390183
2101,390443
2101,391566
2102,381042
2103,381275
2103,381277
2103,390086
2103,390553
2103,390689
2103,390797
2103,391354
2104,381271
2104,390083
2104,390448
2104,391349
2105,381040
2105,381842
2105,390183
2106,381042
2106,381428
2106,381716
2106,390057
2106,390462
2106,390986
2107,381042
2107,390986
2108,381042
2108,390057
2108,391794
2110,381103
2110,381139
2110,381436
2110,381622
2110,381703
2111,381294
2112,381294
2113,390411
2114,381078
2115,381078
2116,381078
2117,390412
2118,390778
2119,390428
2119,390446
2122,381041
2122,391020
2122,412198
2125,381648
2129,381266
2129,381609
2129,381811
2129,390152
2130,381056
2130,400752
2130,401940
2130,402145
2130,410763
2130,410776
2130,411542
2130,411736
2130,412027
2130,412437
2130,412555
2130,412589
2130,420311
2130,420488
2130,420670
2130,420982
2130,421132
2130,421517
2130,421522
2131,381056
2131,400331
2131,400446
2131,400752
2131,401815
2131,401940
2131,402145
2131,410763
2131,410776
2131,411542
2131,411736
2131,412027
2131,412437
2131,412555
2131,412589
2131,420311
2131,420474
2131,420488
2131,420670
2131,420982
2131,421132
2131,421517
2131,421522
2132,381056
2132,401503
2132,410763
2132,410776
2132,411542
2132,411736
2132,412027
2132,412437
2132,412555
2132,412589
2132,420311
2132,420488
2132,420670
2132,420982
2132,421132
2132,421517
2132,421522
2133,381056
2133,381345
2133,401503
2133,410776
2134,381056
2134,381345
2134,381699
2134,410776
2135,381055
2135,381331
2135,401256
2135,410777
2135,421358
2136,381055
2136,381331
2136,401256
2136,410777
2136,421358
2137,381055
2137,381331
2137,401256
2137,401938
2137,410777
2137,421358
2138,381055
2138,401507
2138,410340
2138,410777
2138,411546
2138,411740
2138,412031
2138,412442
2138,412562
2138,412593
2138,420315
2138,420492
2138,420674
2138,421358
2139,381055
2139,401256
2139,401507
2139,401938
2139,410777
2139,411842
2140,381055
2140,400761
2140,401256
2140,401507
2140,401938
2140,410777
2140,420251
2140,421358
2141,381055
2141,401256
2141,401507
2141,401938
2141,410777
2141,411842
2142,381055
2142,381331
2142,400761
2142,401938
2142,410583
2142,410777
2142,411257
2142,411544
2142,411738
2142,412029
2142,412440
2142,412560
2142,412591
2142,420313
2142,420490
2142,420672
2142,420984
2142,421134
2142,421358
2142,421519
2142,421525
2143,381055
2143,400761
2143,410583
2143,410777
2143,411136
2143,411257
2143,411544
2143,411738
2143,412029
2143,412440
2143,412560
2143,412591
2143,420313
2143,420490
2143,420672
2143,420984
2143,421134
2143,421358
2143,421519
2143,421525
2144,381055
2144,381331
2144,400053
2144,400331
2144,400438
2144,400643
2144,400761
2144,410777
2144,411257
2144,421358
2145,381055
2145,381331
2145,392343
2145,400053
2145,400331
2145,400438
2145,400761
2145,410583
2145,410777
2145,411136
2145,411257
2145,411544
2145,411738
2145,412029
2145,412440
2145,412560
2145,412591
2145,420313
2145,420490
2145,420672
2145,420984
2145,421134
2145,421358
2145,421519
2145,421525
2146,381055
2146,400643
2146,400761
2146,410777
2146,411136
2146,411257
2146,421358
2147,381045
2147,381324
2147,381426
2147,381637
2147,381597
2147,381739
2147,390114
2153,381051
2154,381051
2155,381051
2158,381425
2158,390506
2159,381425
2159,390506
2160,381220
2160,381221
2160,381330
2160,381699
2160,390049
2160,390201
2160,390589
2160,390907
2160,391644
2160,391933
2160,392343
2160,400083
2160,400336
2160,400434
2160,400735
2160,400750
2160,400861
2160,401044
2160,411014
2160,411839
2162,381088
2162,381060
2162,381596
2162,381707
2162,381743
2162,390104
2163,381088
2163,381060
2163,381596
2164,381088
2164,381060
2164,381596
2165,381088
2165,381596
2165,381743
2165,390104
2165,390377
2165,390558
2165,390746
2165,390899
2166,381088
2166,381596
2166,381743
2166,390104
2166,390377
2166,390558
2166,390746
2166,390899
2167,381088
2167,381707
2167,390104
2167,390377
2168,381088
2168,381707
2168,390104
2168,390377
2169,381088
2169,381060
2169,381390
2169,381743
2169,390104
2169,390377
2169,390558
2169,390899
2170,381088
2170,381060
2170,381390
2170,381743
2170,390104
2170,390377
2170,390558
2170,390696
2170,390697
2170,390698
2170,390899
2171,381088
2171,381060
2171,381390
2171,381743
2171,390104
2171,390377
2171,390558
2171,390899
2172,381390
2172,381743
2172,390558
2172,390696
2172,390697
2172,390698
2173,381390
2173,381743
2173,390558
2173,390696
2173,390697
2173,390698
2174,381277
2174,390086
2174,390624
2174,391149
2174,391237
2174,391258
2175,381060
2175,381094
2175,381389
2175,381600
2175,381740
2175,390559
2175,391138
2176,381060
2176,381094
2176,381389
2176,381600
2176,381740
2176,390383
2176,390559
2176,390745
2176,390106
2176,390898
2176,391138
2177,381060
2177,381094
2177,381389
2177,381600
2177,381740
2177,390559
2177,391138
2178,381094
2178,381600
2178,381740
2178,390383
2178,390559
2178,390745
2178,390106
2178,390898
2179,381094
2179,381600
2179,381740
2179,390383
2179,390559
2179,390745
2179,390106
2179,390898
2180,381094
2180,381600
2180,381740
2180,390383
2180,390106
2180,390898
2181,381094
2181,381600
2181,381740
2181,390106
2181,390383
2181,390898
2182,381060
2182,381094
2182,381740
2182,390106
2182,390383
2182,390559
2182,390898
2183,381060
2183,381094
2183,381389
2183,381740
2183,390106
2183,390383
2183,390559
2183,390699
2183,390898
2184,381060
2184,381094
2184,381740
2184,390106
2184,390383
2184,390559
2184,390898
2185,381389
2185,381740
2185,390699
2186,381389
2186,381740
2186,390699
2187,381277
2187,390086
2188,381277
2196,381085
2197,381085
2198,381085
2201,381042
2202,381042
2208,381074
2209,381198
2210,381688
2210,390690
2210,390376
2210,390796
2210,390873
2210,401202
2211,381687
2211,390378
2211,390691
2211,390795
2211,390872
2211,391355
2211,401817
2212,381689
2212,390692
2212,390794
2212,390870
2212,390379
2215,381255
2215,391637
2216,381427
2217,381427
2218,381257
2218,392180
2218,410326
2222,381397
2222,390082
2222,390116
2222,390187
2222,390364
2223,381397
2223,390082
2223,390116
2223,390364
2225,381079
2229,381198
2231,381429
2232,381216
2233,381216
2243,381092
2243,391716
2248,381104
2249,381104
2273,380925
2273,390685
2273,390587
2273,391136
2273,391251
2274,380925
2274,390685
2275,380925
2275,390685
2275,390587
2275,391136
2275,391251
2276,380925
2276,390685
2276,390587
2276,391136
2276,391251
2277,380925
2277,390685
2277,390587
2277,391251
2278,380925
2278,390685
2278,390587
2278,391251
2279,380925
2279,381746
2279,391136
2280,380925
2280,390685
2280,390587
2280,391251
2280,400332
2281,380925
2281,390685
2281,390587
2281,391251
2281,400332
2282,380925
2282,390685
2282,390587
2282,391251
2283,380925
2283,390685
2283,390587
2283,391251
2283,400332
2287,381392
2287,381385
2288,381843
2289,381225
2292,381257
2292,390551
2292,390305
2292,390688
2292,390798
2292,390878
2292,391143
2292,391234
2292,391255
2292,391537
2295,381107
2296,381197
2296,381644
2296,391623
2296,401532
2296,410247
2296,410529
2296,410801
2296,410812
2296,410824
2296,410825
2296,411268
2296,411615
2296,412627
2296,420568
2296,421325
2301,381257
2306,391955
2306,392179
2306,401204
2306,401819
2306,411231
2306,411370
2306,411490
2306,411511
2306,411703
2306,411994
2306,412218
2306,412303
2306,412310
2306,412409
2306,420155
2306,420691
2306,420871
2306,421103
2306,421130
2306,421315
2306,421320
2307,381216
2308,381216
2309,381216
2310,381191
2311,381191
2318,381486
2318,390132
2318,391457
2318,391643
2318,391932
2318,392350
2321,381486
2321,390132
2321,391457
2321,391643
2321,391932
2321,392350
2322,381486
2322,390132
2322,391457
2322,391643
2322,391932
2322,392350
2324,381609
2324,381797
2324,390440
2324,390656
2324,391045
2324,391334
2324,391574
2324,400825
2324,400974
2325,381260
2325,381376
2325,381835
2325,390154
2325,391042
2326,381260
2326,390154
2327,381215
2327,381295
2327,391270
2328,381215
2328,381295
2328,400347
2328,400652
2329,381215
2330,381213
2330,390867
2330,400181
2330,401259
2330,410968
2330,411470
2330,421006
2331,381213
2331,381300
2331,391320
2331,401895
2331,410098
2331,421006
2332,381211
2333,381211
2334,381211
2335,381211
2336,381211
2336,381331
2337,381211
2337,381331
2340,381335
2340,390782
2340,391167
2340,400562
2344,381222
2344,381571
2344,390133
2344,390779
2344,391380
2345,381222
2345,410647
2345,421164
2346,381214
2347,381214
2348,381224
2349,381596
2349,390104
2349,390377
2349,390558
2349,392173
2350,381596
2350,390104
2350,390377
2350,390558
2350,392173
2351,381596
2351,390104
2351,390377
2351,390558
2351,392173
2352,381600
2352,390106
2352,390559
2352,391969
2352,392176
2352,400233
2352,400412
2353,381600
2353,390106
2353,390559
2353,391969
2353,392176
2353,400233
2353,400412
2354,381600
2354,390106
2354,390559
2354,391969
2354,392176
2354,400233
2354,400412
2355,381255
2355,390871
2356,381255
2356,391354
2357,381258
2357,381729
2357,390323
2357,390556
2358,381384
2359,381258
2359,381729
2359,390323
2360,381384
2362,381237
2362,390177
2371,381255
2372,381219
2373,381219
2388,381325
2388,390194
2388,401255
2388,410379
2389,381325
2389,390194
2389,401255
2389,410286
2389,410379
2390,381325
2390,390194
2390,401255
2390,410286
2390,410379
2391,381325
2391,390194
2402,381674
2402,381836
2402,390152
2402,391576
2402,391335
2407,381288
2407,381596
2407,381743
2407,390104
2407,390377
2407,390746
2408,381288
2408,381596
2408,381743
2408,390104
2408,390377
2408,390746
2409,381288
2409,381596
2409,381743
2409,390104
2409,390377
2409,390746
2409,391812
2410,381288
2410,381743
2410,390104
2410,390377
2411,381288
2411,381743
2411,390104
2411,390377
2412,381390
2412,390104
2412,390377
2413,381390
2413,390104
2413,390377
2414,381390
2414,390104
2414,390377
2415,381289
2415,381740
2415,390106
2415,390383
2415,390559
2416,381289
2416,381600
2416,381740
2416,390106
2416,390383
2416,390559
2417,381289
2417,381740
2417,390106
2417,390383
2417,390559
2418,381289
2418,381600
2419,381289
2419,381600
2420,381389
2420,390106
2420,390745
2421,381389
2421,390106
2421,390745
2422,381389
2422,390106
2422,390745
2423,381769
2428,381488
2429,381303
2430,381304
2431,381323
2431,421173
2433,381307
2433,381567
2436,381295
2436,400347
2436,400652
2436,400760
2437,381382
2437,390076
2437,390199
2437,390368
2437,390569
2437,390753
2437,390897
2438,381382
2438,381594
2438,390076
2438,390199
2438,390569
2438,390753
2438,390368
2438,390897
2439,381382
2439,390076
2439,390199
2439,390569
2439,390753
2439,390368
2439,390897
2439,392184
2440,381594
2440,390076
2440,390569
2440,390368
2441,381594
2441,390076
2441,390569
2441,390368
2442,390569
2442,390753
2442,390897
2442,391594
2443,390569
2443,390753
2443,390897
2443,391594
2444,390569
2444,390753
2444,390897
2444,391594
2444,391811
2445,390569
2446,390569
2447,381372
2447,381608
2452,381352
2453,381352
2453,390780
2453,391459
2454,381429
2457,381429
2458,381429
2459,381429
2460,381429
2461,381582
2461,390679
2462,381608
2463,381340
2463,390373
2463,391605
2463,392342
2464,381346
2464,390600
2465,381392
2465,381714
2465,390617
2466,390575
2467,390576
2468,390445
2469,390577
2470,390578
2471,390579
2472,390580
2485,381387
2486,381579
2486,391372
2486,390969
2501,381347
2501,390769
2501,391311
2501,392342
2501,400146
2502,390146
2507,381347
2522,381398
2522,390105
2522,390748
2524,381398
2524,381741
2524,390105
2524,390748
2525,381398
2525,390105
2525,390748
2526,381741
2527,381741
2528,381730
2528,390368
2528,390076
2528,390569
2529,381730
2529,390368
2529,390076
2529,390569
2530,381730
2530,390368
2530,390076
2530,390569
2531,381594
2531,390368
2531,390569
2531,390897
2532,381594
2532,390368
2532,390569
2532,390897
2533,381594
2533,390368
2533,390569
2533,390897
2540,381388
2540,390593
2544,381596
2544,390104
2544,390377
2545,381596
2545,390104
2545,390377
2546,381596
2546,390104
2546,390377
2547,381390
2547,381743
2547,391808
2547,391975
2548,381390
2548,381743
2548,391808
2548,391975
2549,381390
2549,381743
2549,391808
2549,391975
2550,381390
2550,381743
2550,391808
2551,381390
2551,381743
2551,391808
2552,381389
2552,381600
2552,391809
2552,400233
2553,381380
2554,381389
2554,381600
2554,381740
2554,391809
2554,391969
2554,400233
2555,381389
2555,381600
2555,391809
2555,400233
2556,381380
2556,381842
2556,390443
2557,381389
2557,381740
2557,391969
2558,381389
2558,381740
2558,391969
2559,381600
2559,390106
2559,390559
2559,400412
2559,400428
2559,400786
2560,381600
2560,390106
2560,390559
2560,400412
2560,400431
2560,400786
2561,381600
2561,390106
2561,390559
2561,400412
2561,400786
2561,401267
2562,381380
2563,381380
2566,381393
2566,381723
2566,390242
2567,381499
2570,381681
2570,390466
2570,390965
2571,381391
2571,390074
2571,390181
2571,390557
2572,381391
2572,390074
2572,390181
2572,390557
2573,381391
2573,390181
2573,390557
2574,381391
2574,390181
2574,390557
2576,381379
2582,381845
2583,381845
2584,381845
2584,390779
2584,391380
2585,390001
2585,391312
2585,392341
2585,401367
2586,390001
2586,391312
2586,392341
2590,381386
2591,381386
2595,381614
2596,381614
2596,390521
2598,390407
2601,390428
2601,390446
2602,390428
2602,390446
2603,381422
2609,381583
2611,381584
2611,391350
2620,381380
2620,390942
2621,381688
2621,391151
2621,391238
2621,391259
2621,391534
2622,381688
2622,390873
2623,381688
2625,381688
2625,391151
2625,391238
2625,391259
2625,391534
2627,381688
2634,381689
2634,390613
2635,381689
2635,390613
2637,381689
2638,381689
2639,381689
2656,381434
2657,381407
2657,390003
2657,391268
2657,391658
2658,381407
2658,390891
2658,391268
2659,381407
2659,390003
2659,390891
2659,391268
2659,391616
2660,381407
2660,390891
2660,391268
2661,381407
2661,390891
2661,391268
2661,391616
2662,381407
2662,390891
2662,391268
2662,391616
2663,381407
2663,390003
2663,390891
2663,391268
2664,381407
2664,390891
2664,391268
2664,391658
2664,421011
2665,381407
2665,390891
2665,391268
2665,391658
2665,411903
2665,421011
2666,381407
2666,390256
2666,391268
2666,410110
2666,411775
2666,411903
2666,421011
2667,381407
2667,390891
2667,391268
2668,381407
2668,390003
2668,391268
2668,391616
2668,412639
2668,420247
2668,421011
2669,381407
2669,390003
2669,390891
2669,391268
2669,421011
2670,381407
2670,390891
2670,391268
2670,391616
2670,421011
2671,381407
2671,390891
2671,391268
2671,391658
2671,421011
2673,381406
2674,381406
2674,390947
2675,381406
2675,390947
2676,381406
2676,390947
2677,381406
2677,390947
2678,390375
2678,391273
2678,410111
2678,412640
2682,390375
2682,391273
2682,391743
2682,411903
2682,421010
2683,390375
2683,391273
2683,400371
2683,412640
2684,390375
2684,391273
2685,390375
2685,391273
2685,400371
2686,381408
2686,390618
2686,390945
2686,391657
2691,390026
2691,390265
2694,381407
2694,390003
2695,381407
2695,390003
2696,381407
2696,390003
2697,381407
2697,391268
2697,391616
2698,381407
2698,391268
2699,381407
2699,390003
2699,391268
2700,381407
2700,390003
2701,381407
2701,390003
2702,381407
2702,390003
2703,381407
2703,390003
2704,381407
2704,390003
2705,381407
2705,390003
2706,381407
2706,390003
2707,381407
2707,390003
2708,381407
2708,390003
2709,381407
2709,390003
2710,381406
2711,381406
2712,381406
2712,390071
2713,381406
2713,391657
2714,381406
2718,390375
2718,410246
2719,390375
2719,391273
2720,390375
2721,390375
2721,391273
2722,390375
2723,390375
2724,381408
2724,390071
2725,381807
2726,381807
2727,381680
2728,381793
2728,390781
2728,391802
2728,392169
2728,421081
2730,381693
2730,391738
2735,381604
2735,381620
2735,390700
2735,391027
2735,391265
2739,381543
2739,391171
2740,381609
2742,381543
2742,390457
2742,391171
2743,381543
2743,390457
2743,391171
2744,381543
2745,390436
2745,390655
2745,400450
2745,400460
2748,390456
2749,381521
2749,390242
2749,390629
2749,390865
2749,400181
2751,381497
2751,381518
2761,381543
2761,390964
2761,391171
2775,381543
2775,390964
2790,381698
2791,381698
2792,381698
2793,381698
2794,381698
2795,381698
2796,381566
2797,381566
2801,381731
2801,390108
2801,390370
2801,390573
2801,390749
2801,390900
2801,391194
2801,391384
2801,391804
2801,391960
2801,392172
2801,392191
2802,381731
2802,390108
2802,390370
2802,390573
2802,390749
2802,390900
2802,391194
2802,391384
2802,391804
2802,391960
2802,392172
2802,392193
2803,381731
2803,390108
2803,390370
2803,390573
2803,390749
2803,390900
2803,391194
2803,391384
2803,391741
2803,391804
2803,391811
2803,391960
2803,392172
2804,381731
2804,390108
2804,390370
2804,390573
2804,390749
2804,391194
2804,391960
2805,381731
2805,390108
2805,390370
2805,390574
2805,390573
2805,390749
2805,391194
2805,391395
2805,391960
2805,391961
2806,381591
2806,381731
2806,390108
2806,390370
2806,390573
2806,391384
2807,381591
2807,381731
2807,390108
2807,390370
2807,390573
2807,391384
2808,381591
2808,381731
2808,390108
2808,390370
2808,390573
2808,391384
2809,381731
2809,390108
2810,381731
2810,390108
2811,390370
2811,390573
2811,390900
2811,391384
2812,390370
2812,390573
2812,390900
2812,391384
2813,390370
2813,390573
2813,390900
2813,391384
2813,391395
2814,381731
2814,390573
2817,381731
2817,390573
2818,390108
2818,390370
2818,390573
2818,390749
2818,390900
2818,391384
2819,390108
2819,390370
2819,390573
2819,390749
2819,390900
2819,390901
2819,391384
2820,390108
2821,390108
2822,390108
2822,390370
2822,390573
2823,390108
2823,390370
2823,390573
2823,391395
2823,391961
2824,390108
2824,390370
2824,390573
2825,390108
2826,390108
2827,390108
2828,390370
2828,390900
2829,390370
2829,390900
2830,390370
2830,390900
2832,390108
2832,390370
2832,390573
2833,390108
2833,390370
2833,390573
2834,390108
2834,390370
2834,390573
2835,381731
2835,390370
2836,381731
2836,390370
2837,381731
2837,390370
2838,390108
2838,390573
2839,390108
2839,390573
2840,390108
2840,390573
2841,390043
2841,390605
2845,381612
2845,390072
2846,381577
2847,381577
2849,381579
2849,391372
2853,381613
2855,381583
2855,390360
2855,391149
2855,391237
2855,391258
2858,381649
2858,390682
2858,390858
2858,391381
2858,400144
2859,381649
2860,381650
2860,390683
2860,390859
2860,391382
2860,400142
2860,401865
2860,402113
2861,381650
2862,381651
2862,390684
2862,390860
2862,391383
2862,400143
2863,381651
2864,390466
2864,390965
2864,391777
2864,400108
2864,400559
2864,401159
2864,400580
2864,401929
2864,402086
2864,410475
2864,411027
2864,411028
2865,381580
2866,381576
2867,381576
2868,381543
2868,390457
2869,381804
2870,381805
2871,381581
2871,390075
2871,390480
2878,381698
2879,381698
2883,381653
2883,390340
2890,381606
2890,381798
2904,381731
2904,390573
2912,381687
2913,381687
2913,391153
2913,391240
2913,391261
2913,391532
2915,381687
2915,390872
2917,381687
2917,390872
2917,391355
2932,390108
2933,390108
2934,390108
2935,390108
2936,390108
2937,390108
2939,390268
2939,390466
2939,390965
2939,391777
2939,401159
2939,401929
2939,402086
2939,410475
2939,411027
2939,411028
2940,381767
2940,390248
2942,381702
2942,390196
2942,390844
2942,391096
2942,391795
2942,400093
2942,400499
2942,401059
2942,401582
2942,410012
2943,381768
2946,381639
2947,381639
2948,381639
2949,381773
2950,381639
2951,390616
2951,392075
2951,400338
2951,402143
2951,410465
2951,410965
2954,381661
2955,381620
2955,391265
2956,381725
2956,390250
2956,390943
2958,381836
2958,411412
2959,381836
2959,411412
2960,381687
2963,381701
2963,390258
2963,392448
2964,381701
2964,390258
2964,392448
2965,381660
2966,381692
2966,390176
2967,381692
2967,390176
2967,390996
2967,391641
2967,400422
2967,401069
2967,401519
2968,381691
2968,390729
2968,391216
2968,400173
2968,401066
2972,381706
2973,381706
2974,381736
2975,381736
2976,381736
2977,381736
2978,381736
2979,381736
2979,391171
2980,381736
2984,381712
2989,390259
2990,390260
2990,390350
2991,390261
2992,390262
2992,390348
2995,381716
2995,390393
2995,390462
2995,390757
2995,390758
2995,391212
2995,391598
2995,390986
2997,390109
2997,390405
3000,381714
3000,390617
3002,390266
3003,390267
3004,390344
3004,391310
3005,381735
3007,381812
3007,390150
3007,390442
3007,391040
3007,391336
3007,391569
3008,381811
3008,390435
3008,390663
3008,391042
3008,391338
3008,391571
3008,392110
3008,400035
3008,400250
3008,400448
3008,400458
3008,400976
3008,401667
3008,410160
3008,411415
3008,412320
3008,412503
3008,412518
3008,421428
3010,390384
3010,390511
3011,390384
3011,390511
3012,390384
3012,390694
3013,390384
3014,390384
3016,390094
3016,391005
3016,400501
3016,401134
3017,390094
3017,401134
3018,381796
3019,390395
3019,400220
3019,402025
3020,381801
3024,381802
3025,381818
3027,390642
3028,390642
3036,381799
3036,390463
3036,390502
3037,381799
3037,390463
3038,381799
3039,390005
3039,390612
3039,390949
3040,381809
3041,381809
3043,381845
3043,390452
3043,391380
3044,381819
3044,390212
3046,390014
3049,390395
3049,402025
3051,390395
3051,402025
3053,390395
3053,390961
3053,402025
3054,390283
3057,390184
3057,391271
3057,402028
3058,390346
3059,390346
3059,400218
3065,381844
3066,381844
3073,390084
3074,390084
3075,381816
3077,390146
3078,390146
3079,390146
3080,390146
3081,390146
3082,390146
3083,390146
3084,390146
3085,390146
3086,390146
3087,390146
3088,390146
3089,390146
3090,390146
3091,390146
3092,390146
3093,390146
3094,390146
3095,390146
3096,390146
3115,390380
3119,390110
3119,390134
3119,390308
3119,390876
3119,391735
3119,410142
3119,410313
3119,411929
3119,412089
3119,412357
3120,390366
3121,390366
3122,390365
3122,391572
3122,392320
3123,390365
3123,391572
3124,390365
3128,390065
3128,390238
3129,390065
3130,390065
3131,390065
3132,390065
3134,390304
3134,390549
3134,390687
3134,390799
3134,390877
3134,401297
3134,401590
3134,401818
3134,401822
3134,402117
3134,410316
3134,411056
3134,411657
3134,411843
3134,412085
3135,390307
3135,390877
3135,392179
3136,390088
3136,390306
3137,390088
3137,390306
3139,390134
3139,390874
3140,381520
3140,390178
3140,391006
3140,391420
3141,390088
3141,390306
3142,390134
3143,390088
3144,390134
3146,390110
3146,390878
3146,391143
3146,391234
3146,391255
3146,391537
3148,381873
3149,390110
3149,390450
3149,391353
3149,410141
3150,390147
3165,390110
3165,390878
3168,381620
3168,390700
3168,391027
3168,391265
3169,381620
3169,390700
3169,391027
3169,391265
3170,381620
3170,391265
3171,381620
3171,391265
3172,381620
3172,391265
3173,381620
3173,391265
3174,381620
3174,390700
3174,391027
3174,391265
3175,381620
3175,391265
3176,381620
3176,390700
3176,391027
3176,391265
3177,381620
3177,390700
3177,391027
3177,391265
3178,381620
3178,390700
3178,391027
3178,391265
3179,381620
3179,390700
3179,391027
3179,391265
3180,381620
3180,390700
3180,391027
3180,391265
3182,381620
3182,391265
3183,381620
3183,390700
3183,391027
3183,391265
3184,381620
3184,391265
3185,381620
3185,391265
3186,381620
3186,391265
3187,381620
3187,391265
3188,381620
3188,390700
3188,391027
3188,391265
3189,381620
3189,391265
3190,381620
3190,390700
3190,391027
3190,391265
3191,381620
3191,390700
3191,391027
3191,391265
3192,381620
3192,391265
3193,381620
3193,390700
3193,391027
3193,391265
3194,381620
3194,391265
3195,381620
3195,390700
3195,391027
3195,391265
3196,381620
3196,390700
3196,391027
3196,391265
3197,381620
3197,391265
3198,381620
3198,391265
3199,381620
3199,390700
3199,391027
3199,391265
3200,381620
3200,390700
3200,391027
3200,391265
3201,381620
3201,391265
3202,381620
3202,390700
3202,391027
3202,391265
3203,381620
3203,390700
3203,391027
3203,391265
3204,381620
3204,390700
3204,391027
3204,391265
3205,381620
3205,391265
3206,381620
3206,390700
3206,391027
3206,391265
3207,381620
3207,390700
3207,391027
3207,391265
3208,381620
3208,391265
3209,381803
3209,390570
3210,381803
3211,381803
3211,390570
3212,381803
3213,381803
3214,381803
3215,390996
3215,400422
3215,401069
3215,401519
3215,402089
3215,410392
3215,411120
3215,411810
3215,420006
3215,420264
3215,420265
3215,420688
3215,420875
3215,421097
3215,421127
3218,390006
3218,390171
3219,390006
3219,390171
3220,390006
3220,390171
3221,381524
3222,390147
3223,390147
3224,390149
3225,390149
3226,390149
3227,390147
3228,390148
3229,390148
3230,390148
3231,390148
3232,391048
3235,390014
3235,390629
3246,390014
3246,390242
3246,390629
3246,390867
3246,391320
3246,391636
3246,392005
3247,390077
3247,390550
3247,390875
3247,391491
3247,411231
3247,411370
3247,411490
3247,411511
3247,411703
3247,411994
3247,412218
3247,412303
3247,412310
3247,412357
3247,412409
3247,420155
3247,420691
3247,420871
3247,421103
3247,421130
3247,421315
3247,421320
3248,390077
3248,390550
3248,390875
3248,391491
3248,401296
3248,401821
3248,402073
3248,402117
3248,410142
3248,410318
3248,410495
3248,412088
3248,420159
3249,390078
3249,390355
3249,390871
3250,390078
3250,391149
3250,391237
3250,391258
3251,390072
3251,390255
3251,390892
3251,391323
3251,391655
3251,400372
3256,390046
3256,390188
3256,390593
3256,390447
3257,390046
3257,390188
3257,390593
3257,390447
3258,390289
3258,390664
3259,390289
3259,390664
3260,390289
3260,390664
3262,390367
3262,390454
3262,390635
3262,390994
3262,392389
3262,400947
3262,401565
3262,402088
3262,411418
3262,411478
3262,411503
3262,411705
3262,411809
3262,411989
3262,412156
3262,412337
3262,412340
3262,412343
3262,412349
3262,420005
3262,420242
3262,420685
3262,420872
3262,421094
3262,421124
3263,390886
3265,390198
3265,390910
3265,391706
3265,391952
3265,391370
3265,392349
3265,400024
3265,400433
3265,400762
3265,410340
3265,411258
3265,411546
3265,411740
3265,412031
3265,412442
3265,412562
3265,412593
3265,420315
3265,420492
3265,420674
3266,390198
3266,390910
3266,391706
3266,391952
3266,391370
3266,392150
3266,392349
3266,400024
3266,400433
3266,400762
3266,410340
3266,411546
3266,411740
3266,412031
3266,412442
3266,412562
3266,412593
3266,420315
3266,420492
3266,420674
3267,390198
3267,390910
3267,391706
3267,391952
3267,391370
3267,392349
3267,400024
3267,400762
3267,410340
3267,411546
3267,411740
3267,412031
3267,412442
3267,412562
3267,412593
3267,420315
3267,420492
3267,420674
3268,390198
3268,390910
3268,391370
3268,391706
3268,391952
3268,392150
3268,392349
3268,400024
3268,400433
3268,400762
3268,401045
3273,390395
3273,390883
3273,400220
3273,402025
3282,390282
3282,390500
3283,390352
3283,390884
3283,402027
3284,390352
3284,402027
3285,390352
3285,400260
